County,FIPS,VTD,cntyvtd,vtdkeyvalue,Office,Name,Party,Incumbent,Votes
Bastrop,21,1001,211001,146,State Rep 17,Cyrier,R,N,10
Bastrop,21,1002,211002,147,State Rep 17,Cyrier,R,N,14
Bastrop,21,1003,211003,148,State Rep 17,Cyrier,R,N,57
Bastrop,21,1004,211004,149,State Rep 17,Cyrier,R,N,67
Bastrop,21,1005,211005,150,State Rep 17,Cyrier,R,N,35
Bastrop,21,1006,211006,151,State Rep 17,Cyrier,R,N,71
Bastrop,21,1007,211007,152,State Rep 17,Cyrier,R,N,50
Bastrop,21,1008,211008,153,State Rep 17,Cyrier,R,N,35
Bastrop,21,1009,211009,154,State Rep 17,Cyrier,R,N,58
Bastrop,21,2010,212010,155,State Rep 17,Cyrier,R,N,25
Bastrop,21,2011,212011,156,State Rep 17,Cyrier,R,N,47
Bastrop,21,2012,212012,157,State Rep 17,Cyrier,R,N,58
Bastrop,21,2013,212013,158,State Rep 17,Cyrier,R,N,95
Bastrop,21,2014,212014,159,State Rep 17,Cyrier,R,N,153
Bastrop,21,2015,212015,160,State Rep 17,Cyrier,R,N,170
Bastrop,21,2016,212016,161,State Rep 17,Cyrier,R,N,141
Bastrop,21,3017,213017,162,State Rep 17,Cyrier,R,N,71
Bastrop,21,3018,213018,163,State Rep 17,Cyrier,R,N,39
Bastrop,21,3019,213019,164,State Rep 17,Cyrier,R,N,65
Bastrop,21,3020,213020,165,State Rep 17,Cyrier,R,N,65
Bastrop,21,4021,214021,166,State Rep 17,Cyrier,R,N,96
Bastrop,21,4022,214022,167,State Rep 17,Cyrier,R,N,71
Bastrop,21,4023,214023,168,State Rep 17,Cyrier,R,N,34
Bastrop,21,4024,214024,169,State Rep 17,Cyrier,R,N,52
Bastrop,21,4025,214025,170,State Rep 17,Cyrier,R,N,55
Bastrop,21,4026,214026,171,State Rep 17,Cyrier,R,N,58
Bastrop,21,1001,211001,146,State Rep 17,Golemon,R,N,16
Bastrop,21,1002,211002,147,State Rep 17,Golemon,R,N,30
Bastrop,21,1003,211003,148,State Rep 17,Golemon,R,N,106
Bastrop,21,1004,211004,149,State Rep 17,Golemon,R,N,128
Bastrop,21,1005,211005,150,State Rep 17,Golemon,R,N,60
Bastrop,21,1006,211006,151,State Rep 17,Golemon,R,N,141
Bastrop,21,1007,211007,152,State Rep 17,Golemon,R,N,92
Bastrop,21,1008,211008,153,State Rep 17,Golemon,R,N,65
Bastrop,21,1009,211009,154,State Rep 17,Golemon,R,N,77
Bastrop,21,2010,212010,155,State Rep 17,Golemon,R,N,41
Bastrop,21,2011,212011,156,State Rep 17,Golemon,R,N,83
Bastrop,21,2012,212012,157,State Rep 17,Golemon,R,N,76
Bastrop,21,2013,212013,158,State Rep 17,Golemon,R,N,167
Bastrop,21,2014,212014,159,State Rep 17,Golemon,R,N,163
Bastrop,21,2015,212015,160,State Rep 17,Golemon,R,N,175
Bastrop,21,2016,212016,161,State Rep 17,Golemon,R,N,145
Bastrop,21,3017,213017,162,State Rep 17,Golemon,R,N,106
Bastrop,21,3018,213018,163,State Rep 17,Golemon,R,N,54
Bastrop,21,3019,213019,164,State Rep 17,Golemon,R,N,91
Bastrop,21,3020,213020,165,State Rep 17,Golemon,R,N,84
Bastrop,21,4021,214021,166,State Rep 17,Golemon,R,N,112
Bastrop,21,4022,214022,167,State Rep 17,Golemon,R,N,76
Bastrop,21,4023,214023,168,State Rep 17,Golemon,R,N,41
Bastrop,21,4024,214024,169,State Rep 17,Golemon,R,N,52
Bastrop,21,4025,214025,170,State Rep 17,Golemon,R,N,76
Bastrop,21,4026,214026,171,State Rep 17,Golemon,R,N,62
Caldwell,55,0100,550100,1370,State Rep 17,Cyrier,R,N,49
Caldwell,55,0101,550101,1371,State Rep 17,Cyrier,R,N,42
Caldwell,55,0102,550102,1372,State Rep 17,Cyrier,R,N,54
Caldwell,55,0103,550103,1373,State Rep 17,Cyrier,R,N,246
Caldwell,55,0104,550104,1374,State Rep 17,Cyrier,R,N,82
Caldwell,55,0108,550108,1375,State Rep 17,Cyrier,R,N,33
Caldwell,55,0111,550111,1376,State Rep 17,Cyrier,R,N,69
Caldwell,55,0201,550201,1377,State Rep 17,Cyrier,R,N,33
Caldwell,55,0202,550202,1378,State Rep 17,Cyrier,R,N,45
Caldwell,55,0203,550203,1379,State Rep 17,Cyrier,R,N,60
Caldwell,55,0204,550204,1380,State Rep 17,Cyrier,R,N,80
Caldwell,55,0205,550205,1381,State Rep 17,Cyrier,R,N,15
Caldwell,55,0206,550206,1382,State Rep 17,Cyrier,R,N,34
Caldwell,55,0300,550300,1383,State Rep 17,Cyrier,R,N,46
Caldwell,55,0301,550301,1384,State Rep 17,Cyrier,R,N,42
Caldwell,55,0302,550302,1385,State Rep 17,Cyrier,R,N,24
Caldwell,55,0303,550303,1386,State Rep 17,Cyrier,R,N,29
Caldwell,55,0305,550305,1387,State Rep 17,Cyrier,R,N,6
Caldwell,55,0306,550306,1388,State Rep 17,Cyrier,R,N,10
Caldwell,55,0400,550400,1389,State Rep 17,Cyrier,R,N,26
Caldwell,55,0401,550401,1390,State Rep 17,Cyrier,R,N,22
Caldwell,55,0402,550402,1391,State Rep 17,Cyrier,R,N,28
Caldwell,55,0404,550404,1392,State Rep 17,Cyrier,R,N,21
Caldwell,55,0405,550405,1393,State Rep 17,Cyrier,R,N,23
Caldwell,55,0100,550100,1370,State Rep 17,Golemon,R,N,25
Caldwell,55,0101,550101,1371,State Rep 17,Golemon,R,N,14
Caldwell,55,0102,550102,1372,State Rep 17,Golemon,R,N,14
Caldwell,55,0103,550103,1373,State Rep 17,Golemon,R,N,76
Caldwell,55,0104,550104,1374,State Rep 17,Golemon,R,N,20
Caldwell,55,0108,550108,1375,State Rep 17,Golemon,R,N,8
Caldwell,55,0111,550111,1376,State Rep 17,Golemon,R,N,25
Caldwell,55,0201,550201,1377,State Rep 17,Golemon,R,N,28
Caldwell,55,0202,550202,1378,State Rep 17,Golemon,R,N,24
Caldwell,55,0203,550203,1379,State Rep 17,Golemon,R,N,25
Caldwell,55,0204,550204,1380,State Rep 17,Golemon,R,N,60
Caldwell,55,0205,550205,1381,State Rep 17,Golemon,R,N,14
Caldwell,55,0206,550206,1382,State Rep 17,Golemon,R,N,12
Caldwell,55,0300,550300,1383,State Rep 17,Golemon,R,N,9
Caldwell,55,0301,550301,1384,State Rep 17,Golemon,R,N,8
Caldwell,55,0302,550302,1385,State Rep 17,Golemon,R,N,4
Caldwell,55,0303,550303,1386,State Rep 17,Golemon,R,N,16
Caldwell,55,0305,550305,1387,State Rep 17,Golemon,R,N,6
Caldwell,55,0306,550306,1388,State Rep 17,Golemon,R,N,20
Caldwell,55,0400,550400,1389,State Rep 17,Golemon,R,N,17
Caldwell,55,0401,550401,1390,State Rep 17,Golemon,R,N,6
Caldwell,55,0402,550402,1391,State Rep 17,Golemon,R,N,9
Caldwell,55,0404,550404,1392,State Rep 17,Golemon,R,N,36
Caldwell,55,0405,550405,1393,State Rep 17,Golemon,R,N,9
Gonzales,177,0001,1770001,3966,State Rep 17,Cyrier,R,N,137
Gonzales,177,0002,1770002,3967,State Rep 17,Cyrier,R,N,85
Gonzales,177,0003,1770003,3968,State Rep 17,Cyrier,R,N,80
Gonzales,177,0005,1770005,3969,State Rep 17,Cyrier,R,N,37
Gonzales,177,0007,1770007,3970,State Rep 17,Cyrier,R,N,15
Gonzales,177,0008,1770008,3971,State Rep 17,Cyrier,R,N,16
Gonzales,177,0009,1770009,3972,State Rep 17,Cyrier,R,N,47
Gonzales,177,0010,1770010,3973,State Rep 17,Cyrier,R,N,28
Gonzales,177,0011,1770011,3974,State Rep 17,Cyrier,R,N,8
Gonzales,177,0012,1770012,3975,State Rep 17,Cyrier,R,N,9
Gonzales,177,0013,1770013,3976,State Rep 17,Cyrier,R,N,15
Gonzales,177,0014,1770014,3977,State Rep 17,Cyrier,R,N,2
Gonzales,177,0015,1770015,3978,State Rep 17,Cyrier,R,N,16
Gonzales,177,04/6,17704/6,3979,State Rep 17,Cyrier,R,N,68
Gonzales,177,0001,1770001,3966,State Rep 17,Golemon,R,N,42
Gonzales,177,0002,1770002,3967,State Rep 17,Golemon,R,N,32
Gonzales,177,0003,1770003,3968,State Rep 17,Golemon,R,N,31
Gonzales,177,0005,1770005,3969,State Rep 17,Golemon,R,N,10
Gonzales,177,0007,1770007,3970,State Rep 17,Golemon,R,N,3
Gonzales,177,0008,1770008,3971,State Rep 17,Golemon,R,N,4
Gonzales,177,0009,1770009,3972,State Rep 17,Golemon,R,N,12
Gonzales,177,0010,1770010,3973,State Rep 17,Golemon,R,N,5
Gonzales,177,0011,1770011,3974,State Rep 17,Golemon,R,N,2
Gonzales,177,0012,1770012,3975,State Rep 17,Golemon,R,N,2
Gonzales,177,0013,1770013,3976,State Rep 17,Golemon,R,N,5
Gonzales,177,0014,1770014,3977,State Rep 17,Golemon,R,N,1
Gonzales,177,0015,1770015,3978,State Rep 17,Golemon,R,N,7
Gonzales,177,04/6,17704/6,3979,State Rep 17,Golemon,R,N,19
Karnes,255,0001,2550001,6207,State Rep 17,Cyrier,R,N,80
Karnes,255,0002,2550002,6208,State Rep 17,Cyrier,R,N,14
Karnes,255,0003,2550003,6209,State Rep 17,Cyrier,R,N,11
Karnes,255,0004,2550004,6210,State Rep 17,Cyrier,R,N,68
Karnes,255,0005,2550005,6211,State Rep 17,Cyrier,R,N,50
Karnes,255,0006,2550006,6212,State Rep 17,Cyrier,R,N,19
Karnes,255,0007,2550007,6213,State Rep 17,Cyrier,R,N,52
