County,FIPS,VTD,cntyvtd,vtdkeyvalue,Office,Name,Party,Incumbent,Votes
Anderson,1,0001,10001,1,U.S. Sen,Jacobson,R,N,19
Anderson,1,0002,10002,2,U.S. Sen,Jacobson,R,N,26
Anderson,1,0003,10003,3,U.S. Sen,Jacobson,R,N,18
Anderson,1,0004,10004,4,U.S. Sen,Jacobson,R,N,16
Anderson,1,0005,10005,5,U.S. Sen,Jacobson,R,N,11
Anderson,1,0006,10006,6,U.S. Sen,Jacobson,R,N,5
Anderson,1,0007,10007,7,U.S. Sen,Jacobson,R,N,2
Anderson,1,0008,10008,8,U.S. Sen,Jacobson,R,N,0
Anderson,1,0009,10009,9,U.S. Sen,Jacobson,R,N,7
Anderson,1,0010,10010,10,U.S. Sen,Jacobson,R,N,0
Anderson,1,0011,10011,11,U.S. Sen,Jacobson,R,N,11
Anderson,1,0013,10013,12,U.S. Sen,Jacobson,R,N,24
Anderson,1,0015,10015,13,U.S. Sen,Jacobson,R,N,10
Anderson,1,0016,10016,14,U.S. Sen,Jacobson,R,N,15
Anderson,1,0017,10017,15,U.S. Sen,Jacobson,R,N,6
Anderson,1,0018,10018,16,U.S. Sen,Jacobson,R,N,24
Anderson,1,0019,10019,17,U.S. Sen,Jacobson,R,N,21
Anderson,1,0020,10020,18,U.S. Sen,Jacobson,R,N,17
Anderson,1,0021,10021,19,U.S. Sen,Jacobson,R,N,34
Anderson,1,0022,10022,20,U.S. Sen,Jacobson,R,N,14
Anderson,1,0023,10023,21,U.S. Sen,Jacobson,R,N,10
Anderson,1,0024,10024,22,U.S. Sen,Jacobson,R,N,11
Anderson,1,0001,10001,1,U.S. Sen,Miller,R,N,20
Anderson,1,0002,10002,2,U.S. Sen,Miller,R,N,29
Anderson,1,0003,10003,3,U.S. Sen,Miller,R,N,12
Anderson,1,0004,10004,4,U.S. Sen,Miller,R,N,8
Anderson,1,0005,10005,5,U.S. Sen,Miller,R,N,5
Anderson,1,0006,10006,6,U.S. Sen,Miller,R,N,7
Anderson,1,0007,10007,7,U.S. Sen,Miller,R,N,3
Anderson,1,0008,10008,8,U.S. Sen,Miller,R,N,6
Anderson,1,0009,10009,9,U.S. Sen,Miller,R,N,8
Anderson,1,0010,10010,10,U.S. Sen,Miller,R,N,3
Anderson,1,0011,10011,11,U.S. Sen,Miller,R,N,9
Anderson,1,0013,10013,12,U.S. Sen,Miller,R,N,23
Anderson,1,0015,10015,13,U.S. Sen,Miller,R,N,12
Anderson,1,0016,10016,14,U.S. Sen,Miller,R,N,6
Anderson,1,0017,10017,15,U.S. Sen,Miller,R,N,7
Anderson,1,0018,10018,16,U.S. Sen,Miller,R,N,13
Anderson,1,0019,10019,17,U.S. Sen,Miller,R,N,15
Anderson,1,0020,10020,18,U.S. Sen,Miller,R,N,17
Anderson,1,0021,10021,19,U.S. Sen,Miller,R,N,18
Anderson,1,0022,10022,20,U.S. Sen,Miller,R,N,11
Anderson,1,0023,10023,21,U.S. Sen,Miller,R,N,9
Anderson,1,0024,10024,22,U.S. Sen,Miller,R,N,8
Anderson,1,0001,10001,1,U.S. Sen,Cruz,R,Y,387
Anderson,1,0002,10002,2,U.S. Sen,Cruz,R,Y,556
Anderson,1,0003,10003,3,U.S. Sen,Cruz,R,Y,299
Anderson,1,0004,10004,4,U.S. Sen,Cruz,R,Y,348
Anderson,1,0005,10005,5,U.S. Sen,Cruz,R,Y,89
Anderson,1,0006,10006,6,U.S. Sen,Cruz,R,Y,124
Anderson,1,0007,10007,7,U.S. Sen,Cruz,R,Y,43
Anderson,1,0008,10008,8,U.S. Sen,Cruz,R,Y,16
Anderson,1,0009,10009,9,U.S. Sen,Cruz,R,Y,264
